Name,Address,Phone,Reviews,Ratting,Category,Image,Website,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Description,Others,Company-Link,Search Keywords,Emails,,,,,,,,
Genappe,,,,,,https://lh5.googleusercontent.com/p/AF1QipP1lP0hNbFFn9TlYQk4JaiDCpgcyeMnYYls1dqI=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Genappe/data=!4m7!3m6!1s0x47c3d34169045ab3:0x3e6cd87d2aa18f75!8m2!3d50.6106962!4d4.4506241!16zL20vMDE3cW45!19sChIJs1oEaUHTw0cRdY-hKn3YbD4?authuser=0&hl=en&rclk=1,,,,,,,,,,
Bureau-TS,"Address: Rue Panier 2, 1470 Genappe, Belgium ",+32 472 98 13 91,,,Engineering consultant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hIeUXCQXp8M0APftU59-aA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.97766&pitch=0&thumbfov=100,bureau-ts.be,8am to 5pm,closed,closed,8am to 6pm,8am to 6pm,8am to 6pm,8am to 6pm,,,https://www.google.com/maps/place/Bureau-TS/data=!4m7!3m6!1s0x47c3ce296d517e31:0x588b1d54666b0dbc!8m2!3d50.5997378!4d4.4553192!16s%2Fg%2F1tdcqpkz!19sChIJMX5RbSnOw0cRvA1rZlQdi1g?authuser=0&hl=en&rclk=1,,info@bureau-ts.be,,,,,,,,
LCndtest,"Address: Rue du Progrès 1, 1400 Nivelles, Belgium ",+32 67 44 29 94,,,Engineer,https://lh5.googleusercontent.com/p/AF1QipORSaZIFRVcg76qMdTQCy7NR9wSbNW-7zHsDZBD=w408-h544-k-no,lcndtest.be,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,,,https://www.google.com/maps/place/LCndtest/data=!4m7!3m6!1s0x47c23362b4aad6c1:0xeb168dc531ac6084!8m2!3d50.5963436!4d4.3564187!16s%2Fg%2F11vrsqfgw9!19sChIJwdaqtGIzwkcRhGCsMcWNFus?authuser=0&hl=en&rclk=1,,info@lcndtest.be,,,,,,,,
Bureau-TS,"Address: Rue Panier 2, 1470 Genappe, Belgium ",+32 472 98 13 91,,,Engineering consultant,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=hIeUXCQXp8M0APftU59-aA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.97766&pitch=0&thumbfov=100,bureau-ts.be,8am to 5pm,closed,closed,8am to 6pm,8am to 6pm,8am to 6pm,8am to 6pm,,,https://www.google.com/maps/place/Bureau-TS/data=!4m7!3m6!1s0x47c3ce296d517e31:0x588b1d54666b0dbc!8m2!3d50.5997378!4d4.4553192!16s%2Fg%2F1tdcqpkz!19sChIJMX5RbSnOw0cRvA1rZlQdi1g?authuser=0&hl=en&rclk=1,,info@bureau-ts.be,,,,,,,,
LCndtest,"Address: Rue du Progrès 1, 1400 Nivelles, Belgium ",+32 67 44 29 94,,,Engineer,https://lh5.googleusercontent.com/p/AF1QipORSaZIFRVcg76qMdTQCy7NR9wSbNW-7zHsDZBD=w408-h544-k-no,lcndtest.be,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,,,https://www.google.com/maps/place/LCndtest/data=!4m7!3m6!1s0x47c23362b4aad6c1:0xeb168dc531ac6084!8m2!3d50.5963436!4d4.3564187!16s%2Fg%2F11vrsqfgw9!19sChIJwdaqtGIzwkcRhGCsMcWNFus?authuser=0&hl=en&rclk=1,,info@lcndtest.be,,,,,,,,
Glabais,,,,,,https://lh5.googleusercontent.com/p/AF1QipNmXExy1RePp3KVslBi8aLQl8e-teqq8WQFfsd3=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Glabais/data=!4m7!3m6!1s0x47c3d30a9f0fd943:0x17b79e749a9b5f60!8m2!3d50.6302595!4d4.4532789!16s%2Fg%2F121pkdmv!19sChIJQ9kPnwrTw0cRYF-bmnSetxc?authuser=0&hl=en&rclk=1,,,,,,,,,,
Autosécurité - Station de Mont-Saint-Guibert - 18,"Address: Rue du Fond Cattelain 4, 1435 Mont-Saint-Guibert, Belgium ",+32 87 57 20 30,"1,269 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipO3DhF6l3-MG_p3ceebGXyY68Gb_mt3fZJlq9xA=w408-h306-k-no,autosecurite.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/Autos%C3%A9curit%C3%A9+-+Station+de+Mont-Saint-Guibert+-+18/data=!4m7!3m6!1s0x47c17e7ef552e909:0xef0fb3fc94c1fafc!8m2!3d50.6589105!4d4.6250882!16s%2Fg%2F1ptvyx03m!19sChIJCelS9X5-wUcR_PrBlPyzD-8?authuser=0&hl=en&rclk=1,,formation.conduite.automobile@spw.wallonie.be,homologation.vehicules@spw.wallonie.be,mobilite@spw.wallonie.be,,,,,,
All Detect,"Address: Rue de la Bachée 49a, 1380 Lasne, Belgium ",+32 2 245 65 58,56 reviews,4.9,Building inspector,https://lh5.googleusercontent.com/p/AF1QipNmWPtvadj0GSqyt4qYKh2dlFHo4G19acuqGdqB=w408-h297-k-no,alldetect.be,1 to 5pm,closed,closed,1 to 5pm,1 to 5pm,1 to 5pm,1 to 5pm,,,https://www.google.com/maps/place/All+Detect/data=!4m7!3m6!1s0x8772d4623115ea47:0xa69ba4e8ed62f130!8m2!3d50.6595572!4d4.4272587!16s%2Fg%2F11tg1z16nh!19sChIJR-oVMWLUcocRMPFi7eikm6Y?authuser=0&hl=en&rclk=1,,info@alldetect.be,,,,,,,,
Tubize,,,,,,https://lh5.googleusercontent.com/p/AF1QipON-sS6X2HCHhmU1EOEm94_O0xFGn-Dx_5hBBPj=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Tubize/data=!4m7!3m6!1s0x47c3c9f4aa64d44d:0x7536c0e7664dbc5e!8m2!3d50.692887!4d4.2070847!16zL20vMDE3cXZy!19sChIJTdRkqvTJw0cRXrxNZufANnU?authuser=0&hl=en&rclk=1,,,,,,,,,,
Saintes,,,,,,https://lh5.googleusercontent.com/p/AF1QipPcY1QGVYrjhmM5ER0QF8xrTJBTalN1wehXJw1y=w532-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Saintes/data=!4m7!3m6!1s0x4800fd57d4b7b655:0x54efc7861c70ff14!8m2!3d45.744175!4d-0.633389!16zL20vMDYxeXB0!19sChIJVba31Ff9AEgRFP9wHIbH71Q?authuser=0&hl=en&rclk=1,,,,,,,,,,
Villers-la-Ville,,,,,,https://lh5.googleusercontent.com/p/AF1QipOKrEI1wSlow3d9cjAPE854BXVAf9_fX33kMcPm=w426-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Villers-la-Ville/data=!4m7!3m6!1s0x47c22ac489c95a37:0xc1adcb1025529297!8m2!3d50.5463729!4d4.5351311!16zL20vMDE3cXc0!19sChIJN1rJicQqwkcRl5JSJRDLrcE?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Contrôle Technique de Fleurus,"Address: Rue du Bassin 19, 6220 Fleurus, Belgium ",+32 71 11 79 00,746 reviews,4.1,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipN1QgwoT1PtPrM-REnJ9eJgLQpZlZGpS0_YgQuu=w408-h272-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Contr%C3%B4le+Technique+de+Fleurus/data=!4m7!3m6!1s0x47c2293d71294b9d:0x3a0d3220a344f70a!8m2!3d50.4648975!4d4.5296964!16s%2Fg%2F11h2715t4r!19sChIJnUspcT0pwkcRCvdEoyAyDTo?authuser=0&hl=en&rclk=1,,,,,,,,,,
Bytest / .,"Address: Rue de Charleroi 7, 6180 Courcelles, Belgium ",+32 71 46 35 97,4 reviews,3.8,Business to business service,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=NMoFYfzACkByBa_DNXEOcQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.1132&pitch=0&thumbfov=100,btestndt.com,8am to 6pm,closed,closed,8am to 6pm,8am to 6pm,8am to 6pm,8am to 6pm,,,https://www.google.com/maps/place/Bytest+%2F+./data=!4m7!3m6!1s0x47c22e2be0f14d4d:0x3574ea27fe7ad830!8m2!3d50.4783116!4d4.3557681!16s%2Fg%2F1pxwjtk1g!19sChIJTU3x4CsuwkcRMNh6_ifqdDU?authuser=0&hl=en&rclk=1,,,,,,,,,,
LCndtest,"Address: Rue du Progrès 1, 1400 Nivelles, Belgium ",+32 67 44 29 94,,,Engineer,https://lh5.googleusercontent.com/p/AF1QipORSaZIFRVcg76qMdTQCy7NR9wSbNW-7zHsDZBD=w408-h544-k-no,lcndtest.be,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,open 24 hours,,,https://www.google.com/maps/place/LCndtest/data=!4m7!3m6!1s0x47c23362b4aad6c1:0xeb168dc531ac6084!8m2!3d50.5963436!4d4.3564187!16s%2Fg%2F11vrsqfgw9!19sChIJwdaqtGIzwkcRhGCsMcWNFus?authuser=0&hl=en&rclk=1,,info@lcndtest.be,,,,,,,,
Mellery,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Mellery/data=!4m7!3m6!1s0x47c18007acebf2b9:0xf996587235f31f68!8m2!3d50.5816873!4d4.5688539!16s%2Fm%2F0_gx8f5!19sChIJufLrrAeAwUcRaB_zNXJYlvk?authuser=0&hl=en&rclk=1,,,,,,,,,,
Asbestattest Halle - EPC attest Halle | Asbestinspect,"Address: Kromstraat 30, 1500 Halle, Belgium ",+32 492 11 94 61,4 reviews,5,Asbestos testing service,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=8hC8dGwU-Vi117Zdtc-hpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=222.89716&pitch=0&thumbfov=100,asbestinspect.be,8am to 6pm,closed,closed,8am to 6pm,8am to 6pm,8am to 6pm,8am to 6pm,,,https://www.google.com/maps/place/Asbestattest+Halle+-+EPC+attest+Halle+%7C+Asbestinspect/data=!4m7!3m6!1s0x47c3c9944daa1b07:0x1c36e774d4b1a294!8m2!3d50.7282377!4d4.254663!16s%2Fg%2F11sby2gym7!19sChIJBxuqTZTJw0cRlKKx1HTnNhw?authuser=0&hl=en&rclk=1,,info@asbestinspect.be,,,,,,,,
AIBV - Keuringscentrum van Halle,"Address: Dassenveld, Zinkstraat 3, 1500 Halle, Belgium ",+32 2 356 70 66,"1,083 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipM42qwiWMBawoMsVczlDPN9JjQl5RA-anM3uvJ1=w441-h240-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringscentrum+van+Halle/data=!4m7!3m6!1s0x47c3c9b55fd87e91:0x6bd58de02b4a5252!8m2!3d50.7264653!4d4.2082688!16s%2Fg%2F1vtzgcmt!19sChIJkX7YX7XJw0cRUlJKK-CN1Ws?authuser=0&hl=en&rclk=1,,,,,,,,,,
Lembeek,,,,,,https://lh5.googleusercontent.com/p/AF1QipPOogQGUjb3OKNLYY3X9m2yQEzPj3JaqGzPn-Eo=w408-h544-k-no,,,,,,,,,,,https://www.google.com/maps/place/Lembeek/data=!4m7!3m6!1s0x47c3c9baf678e57f:0x8b1ed138e44c6489!8m2!3d50.7140616!4d4.2200436!16s%2Fm%2F026p9pp!19sChIJf-V49rrJw0cRiWRM5DjRHos?authuser=0&hl=en&rclk=1,,,,,,,,,,
Herne,,,,,,https://lh5.googleusercontent.com/p/AF1QipPrm3WcSkYdGLDLXrfCTrrOhhmF8EiS0iyWTYL9=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Herne/data=!4m7!3m6!1s0x47b8e1836478a315:0x427f28131548780!8m2!3d51.5368948!4d7.2009147!16zL20vMDE4aG5z!19sChIJFaN4ZIPhuEcRgIdUMYHyJwQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Herfelingen,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Herfelingen/data=!4m7!3m6!1s0x47c3b0d3935ed0cb:0xaa335e5809a66f1!8m2!3d50.7477711!4d4.0998655!16s%2Fm%2F04g666x!19sChIJy9Bek9Oww0cR8WaagOU1owo?authuser=0&hl=en&rclk=1,,,,,,,,,,
Sint-Pieters-Kapelle,,,,,,https://lh5.googleusercontent.com/p/AF1QipPQv_e3B7tv0uU_jhO-n9PMI24YGmbSfFNLYc-d=w427-h240-k-no,,,,,,,,,,,https://www.google.com/maps/place/Sint-Pieters-Kapelle/data=!4m7!3m6!1s0x47c3b1e45f35da6f:0xc31549276ebc3ef5!8m2!3d50.7070524!4d3.9899741!16s%2Fg%2F11x1nk8dy!19sChIJb9o1X-Sxw0cR9T68bidJFcM?authuser=0&hl=en&rclk=1,,,,,,,,,,
L N AUTOSERVICES,"Address: Laarheidestraat 33, 1650 Beersel, Belgium ",+32 486 81 77 57,56 reviews,4.9,Auto repair shop,https://lh5.googleusercontent.com/p/AF1QipOEMaJnI87YQ13JW1xqpBVEPCStKOXv-DsZQJP6=w408-h306-k-no,,9am to 6pm,9am to 6pm,closed,9am to 6pm,9am to 6pm,9am to 6pm,9am to 6pm,,,https://www.google.com/maps/place/L+N+AUTOSERVICES/data=!4m7!3m6!1s0x47c3cf24e0374e03:0xf2fcc77e3039a587!8m2!3d50.7642154!4d4.3092425!16s%2Fg%2F11t4m6xhjn!19sChIJA0434CTPw0cRh6U5MH7H_PI?authuser=0&hl=en&rclk=1,,,,,,,,,,
La Sécurité Automobile,"Address: Rue du Labeur 3/9, 1070 Anderlecht, Belgium ",+32 2 412 07 12,549 reviews,2.3,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipOQmOU_19sg_100BnUOj45YniHYRuZu0CScLDMo=w408-h306-k-no,securiteautomobile.be,7am to 4:45pm,closed,closed,7am to 4:45pm,7am to 4:45pm,7am to 4:45pm,7am to 4:45pm,,,https://www.google.com/maps/place/La+S%C3%A9curit%C3%A9+Automobile/data=!4m7!3m6!1s0x47c3c4266786c51f:0x83de6c7cfcd3b285!8m2!3d50.8204316!4d4.3089158!16s%2Fg%2F11b77bk2nc!19sChIJH8WGZybEw0cRhbLT_Hxs3oM?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Keuringscentrum van Halle,"Address: Dassenveld, Zinkstraat 3, 1500 Halle, Belgium ",+32 2 356 70 66,"1,083 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipM42qwiWMBawoMsVczlDPN9JjQl5RA-anM3uvJ1=w441-h240-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringscentrum+van+Halle/data=!4m7!3m6!1s0x47c3c9b55fd87e91:0x6bd58de02b4a5252!8m2!3d50.7264653!4d4.2082688!16s%2Fg%2F1vtzgcmt!19sChIJkX7YX7XJw0cRUlJKK-CN1Ws?authuser=0&hl=en&rclk=1,,,,,,,,,,
Vlezenbeek,,,,,,https://lh5.googleusercontent.com/p/AF1QipMPG12jwFEsPF7uXnijgA-IwBCANrFNkJ6FqjG9=w408-h271-k-no,,,,,,,,,,,https://www.google.com/maps/place/Vlezenbeek/data=!4m7!3m6!1s0x47c3c7a0da454635:0xb48952807ee73898!8m2!3d50.80785!4d4.23213!16s%2Fm%2F0h3vql4!19sChIJNUZF2qDHw0cRmDjnfoBSibQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Drogenbos,,,,,,https://lh5.googleusercontent.com/p/AF1QipMZsUTUyrdtsoOeTt8d6WClLtDFT63Pa1f1yWU7=w408-h839-k-no,,,,,,,,,,,https://www.google.com/maps/place/Drogenbos/data=!4m7!3m6!1s0x47c3c323dc219559:0x594e3191a5127337!8m2!3d50.7872348!4d4.3172707!16zL20vMDE0cTgx!19sChIJWZUh3CPDw0cRN3MSpZExTlk?authuser=0&hl=en&rclk=1,,,,,,,,,,
Linkebeek,,,,,,https://lh5.googleusercontent.com/p/AF1QipO1otQnSzk-Gtr8E_lJUV-VzfDVeVWyNpmUVDj1=w408-h329-k-no,,,,,,,,,,,https://www.google.com/maps/place/Linkebeek/data=!4m7!3m6!1s0x47c3c581b6645019:0x40099ab2f4d56f0!8m2!3d50.7721895!4d4.3322982!16zL20vMDE0cWx5!19sChIJGVBktoHFw0cR8FZNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
1640 Sint-Genesius-Rode,,,,,Postal code,https://lh5.googleusercontent.com/p/AF1QipNkIwp48V23rKesKbMedTZpl8SzrwAZjCqaIhBg=w408-h613-k-no,,,,,,,,,,,https://www.google.com/maps/place/1640+Sint-Genesius-Rode/data=!4m7!3m6!1s0x47c3a8e24e662c8f:0x7604d3b6d89631b8!8m2!3d50.7530988!4d4.3812856!16s%2Fm%2F0j1cgc8!19sChIJjyxmTuKow0cRuDGW2LbTBHY?authuser=0&hl=en&rclk=1,,,,,,,,,,
Beersel,,,,,,https://lh5.googleusercontent.com/p/AF1QipNX98Ssazjz5r5V2jQwxZSZ8ymQg0ghk9pHGICo=w408-h356-k-no,,,,,,,,,,,https://www.google.com/maps/place/Beersel/data=!4m7!3m6!1s0x47c3c5f667c06663:0x2bb4aa74e0084a37!8m2!3d50.7670513!4d4.3080603!16zL20vMDE0cTZ4!19sChIJY2bAZ_bFw0cRN0oI4HSqtCs?authuser=0&hl=en&rclk=1,,,,,,,,,,
L N AUTOSERVICES,"Address: Laarheidestraat 33, 1650 Beersel, Belgium ",+32 486 81 77 57,56 reviews,4.9,Auto repair shop,https://lh5.googleusercontent.com/p/AF1QipOEMaJnI87YQ13JW1xqpBVEPCStKOXv-DsZQJP6=w408-h306-k-no,,9am to 6pm,9am to 6pm,closed,9am to 6pm,9am to 6pm,9am to 6pm,9am to 6pm,,,https://www.google.com/maps/place/L+N+AUTOSERVICES/data=!4m7!3m6!1s0x47c3cf24e0374e03:0xf2fcc77e3039a587!8m2!3d50.7642154!4d4.3092425!16s%2Fg%2F11t4m6xhjn!19sChIJA0434CTPw0cRh6U5MH7H_PI?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Keuringscentrum van Halle,"Address: Dassenveld, Zinkstraat 3, 1500 Halle, Belgium ",+32 2 356 70 66,"1,083 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipM42qwiWMBawoMsVczlDPN9JjQl5RA-anM3uvJ1=w441-h240-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringscentrum+van+Halle/data=!4m7!3m6!1s0x47c3c9b55fd87e91:0x6bd58de02b4a5252!8m2!3d50.7264653!4d4.2082688!16s%2Fg%2F1vtzgcmt!19sChIJkX7YX7XJw0cRUlJKK-CN1Ws?authuser=0&hl=en&rclk=1,,,,,,,,,,
L N AUTOSERVICES,"Address: Laarheidestraat 33, 1650 Beersel, Belgium ",+32 486 81 77 57,56 reviews,4.9,Auto repair shop,https://lh5.googleusercontent.com/p/AF1QipOEMaJnI87YQ13JW1xqpBVEPCStKOXv-DsZQJP6=w408-h306-k-no,,9am to 6pm,9am to 6pm,closed,9am to 6pm,9am to 6pm,9am to 6pm,9am to 6pm,,,https://www.google.com/maps/place/L+N+AUTOSERVICES/data=!4m7!3m6!1s0x47c3cf24e0374e03:0xf2fcc77e3039a587!8m2!3d50.7642154!4d4.3092425!16s%2Fg%2F11t4m6xhjn!19sChIJA0434CTPw0cRh6U5MH7H_PI?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Keuringscentrum van Halle,"Address: Dassenveld, Zinkstraat 3, 1500 Halle, Belgium ",+32 2 356 70 66,"1,083 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipM42qwiWMBawoMsVczlDPN9JjQl5RA-anM3uvJ1=w441-h240-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringscentrum+van+Halle/data=!4m7!3m6!1s0x47c3c9b55fd87e91:0x6bd58de02b4a5252!8m2!3d50.7264653!4d4.2082688!16s%2Fg%2F1vtzgcmt!19sChIJkX7YX7XJw0cRUlJKK-CN1Ws?authuser=0&hl=en&rclk=1,,,,,,,,,,
L N AUTOSERVICES,"Address: Laarheidestraat 33, 1650 Beersel, Belgium ",+32 486 81 77 57,56 reviews,4.9,Auto repair shop,https://lh5.googleusercontent.com/p/AF1QipOEMaJnI87YQ13JW1xqpBVEPCStKOXv-DsZQJP6=w408-h306-k-no,,9am to 6pm,9am to 6pm,closed,9am to 6pm,9am to 6pm,9am to 6pm,9am to 6pm,,,https://www.google.com/maps/place/L+N+AUTOSERVICES/data=!4m7!3m6!1s0x47c3cf24e0374e03:0xf2fcc77e3039a587!8m2!3d50.7642154!4d4.3092425!16s%2Fg%2F11t4m6xhjn!19sChIJA0434CTPw0cRh6U5MH7H_PI?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Keuringscentrum van Halle,"Address: Dassenveld, Zinkstraat 3, 1500 Halle, Belgium ",+32 2 356 70 66,"1,083 reviews",3.7,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipM42qwiWMBawoMsVczlDPN9JjQl5RA-anM3uvJ1=w441-h240-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringscentrum+van+Halle/data=!4m7!3m6!1s0x47c3c9b55fd87e91:0x6bd58de02b4a5252!8m2!3d50.7264653!4d4.2082688!16s%2Fg%2F1vtzgcmt!19sChIJkX7YX7XJw0cRUlJKK-CN1Ws?authuser=0&hl=en&rclk=1,,,,,,,,,,
Pepingen,,,,,,https://lh5.googleusercontent.com/p/AF1QipO8noNTaHy0hi4TdQ5pkHb8JvoGCd89drL2jM0n=w408-h272-k-no,,,,,,,,,,,https://www.google.com/maps/place/Pepingen/data=!4m7!3m6!1s0x47c3b70c0d0b545f:0x40099ab2f4d5a80!8m2!3d50.7592589!4d4.1577788!16zL20vMDE0cXBw!19sChIJX1QLDQy3w0cRgFpNL6uZAAQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Bogaarden,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Bogaarden/data=!4m7!3m6!1s0x47c3b705acff1189:0x23abb9a41b26d2be!8m2!3d50.74!4d4.13632!16s%2Fm%2F047s_9b!19sChIJiRH_rAW3w0cRvtImG6S5qyM?authuser=0&hl=en&rclk=1,,,,,,,,,,
Elingen,,,,,,https://lh5.googleusercontent.com/p/AF1QipMp81BN5n0PTEdyjHKFzUQtjDxkyoEjeT6tLu-o=w408-h271-k-no,,,,,,,,,,,https://www.google.com/maps/place/Elingen/data=!4m7!3m6!1s0x47c3b823202ac475:0xfdc7815b3b348d37!8m2!3d50.77926!4d4.17119!16s%2Fm%2F05p05th!19sChIJdcQqICO4w0cRN400O1uBx_0?authuser=0&hl=en&rclk=1,,,,,,,,,,
Beert,,,,,,https://lh5.googleusercontent.com/p/AF1QipO3yUdzBItZEcpa4Re71PRyPmuYlVlOnKbJcHBa=w408-h324-k-no,,,,,,,,,,,https://www.google.com/maps/place/Beert/data=!4m7!3m6!1s0x47c3b7dab9672839:0xe9f7dc53777a7b9a!8m2!3d50.74103!4d4.18184!16s%2Fm%2F04g6yxz!19sChIJOShnudq3w0cRmnt6d1Pc9-k?authuser=0&hl=en&rclk=1,,,,,,,,,,
Bellingen,,,,,,https://lh5.googleusercontent.com/p/AF1QipNjj5sS2DA4tkrJET_rd6yDsQVjgnsI23x7ulTm=w408-h306-k-no,,,,,,,,,,,https://www.google.com/maps/place/Bellingen/data=!4m7!3m6!1s0x6b9c21cc6a8e815f:0x40609b490439360!8m2!3d-30.4521493!4d152.8970631!16zL20vMDZ0cW0z!19sChIJX4GOaswhnGsRYJNDkLQJBgQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
AIBV - Keuringsstation Asse-Mollem,"Address: Z.5 Mollem 80, 1730 Asse, Belgium ",+32 2 452 53 53,307 reviews,4,Car inspection station,https://lh5.googleusercontent.com/p/AF1QipMeKHWSfHkkbe_PS8U1L-LxD6w0t5jWt2fA6USn=w408-h270-k-no,aibv.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/AIBV+-+Keuringsstation+Asse-Mollem/data=!4m7!3m6!1s0x47c3c148b5c26449:0x7afe21ba64b1c409!8m2!3d50.9173772!4d4.219591!16s%2Fg%2F11rmy01l7f!19sChIJSWTCtUjBw0cRCcSxZLoh_no?authuser=0&hl=en&rclk=1,,,,,,,,,,
Goca Vlaanderen vzw,"Address: Rue de la Technologie 21/25, 1082 Berchem-Sainte-Agathe, Belgium ",+32 2 469 09 00,20 reviews,2.1,Association or organization,https://lh5.googleusercontent.com/p/AF1QipMk-Bcwo_KnirRRLND6GwU2ffrYWPSYjxdXFaY=w408-h306-k-no,gocavlaanderen.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/Goca+Vlaanderen+vzw/data=!4m7!3m6!1s0x47c3c16b00306fcd:0x9499a17ece007f0a!8m2!3d50.8738422!4d4.2906594!16s%2Fg%2F1tg5t6f8!19sChIJzW8wAGvBw0cRCn8Azn6hmZQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
Toyota Hedin Automotive Dilbeek,"Address: Ninoofsesteenweg 845, 1703 Dilbeek, Belgium ",+32 2 569 62 62,526 reviews,4.8,Toyota dealer,https://lh5.googleusercontent.com/p/AF1QipM_7d7uqFqAgGxXyBgfw0xx5KyMAGJcEwAv7JUy=w408-h272-k-no,hedinautomotive.be,8:30am to 6pm,9am to 5pm,closed,8:30am to 6pm,8:30am to 6pm,8:30am to 6pm,8:30am to 6pm,,,https://www.google.com/maps/place/Toyota+Hedin+Automotive+Dilbeek/data=!4m7!3m6!1s0x47c3b8a76a495fa9:0x665a3cf1dca418f4!8m2!3d50.8391337!4d4.2040991!16s%2Fg%2F1tks5h22!19sChIJqV9Jaqe4w0cR9Bik3PE8WmY?authuser=0&hl=en&rclk=1,,,,,,,,,,
Itterbeek,,,,,,,,,,,,,,,,,https://www.google.com/maps/place/Itterbeek/data=!4m7!3m6!1s0x47c3c7242febde25:0x621a7a503db73e08!8m2!3d50.8381387!4d4.2500689!16s%2Fm%2F04g64v3!19sChIJJd7rLyTHw0cRCD63PVB6GmI?authuser=0&hl=en&rclk=1,,,,,,,,,,
Goca Vlaanderen vzw,"Address: Rue de la Technologie 21/25, 1082 Berchem-Sainte-Agathe, Belgium ",+32 2 469 09 00,20 reviews,2.1,Association or organization,https://lh5.googleusercontent.com/p/AF1QipMk-Bcwo_KnirRRLND6GwU2ffrYWPSYjxdXFaY=w408-h306-k-no,gocavlaanderen.be,7am to 5pm,closed,closed,7am to 5pm,7am to 5pm,7am to 5pm,7am to 5pm,,,https://www.google.com/maps/place/Goca+Vlaanderen+vzw/data=!4m7!3m6!1s0x47c3c16b00306fcd:0x9499a17ece007f0a!8m2!3d50.8738422!4d4.2906594!16s%2Fg%2F1tg5t6f8!19sChIJzW8wAGvBw0cRCn8Azn6hmZQ?authuser=0&hl=en&rclk=1,,,,,,,,,,
